zaman_damgasi,gecen_sure_ms,olay,seq_no,deneme,aciklama
23:51:09.277,0.0,SEND,0,1,
23:51:09.279,2.021,ACK_ALINDI,0,1,
23:51:09.279,2.021,SEND,1,1,
23:51:09.285,7.835,ACK_ALINDI,1,1,
23:51:09.285,7.835,SEND,2,1,
23:51:09.294,16.771,ACK_ALINDI,2,1,
23:51:09.294,16.771,SEND,3,1,
23:51:10.812,1535.122,TIMEOUT,3,1,
23:51:10.812,1535.122,RETRANSMIT,3,2,
23:51:10.812,1535.122,ACK_ALINDI,3,2,
23:51:10.812,1535.122,SEND,4,1,
23:51:10.812,1535.122,ACK_ALINDI,4,1,
23:51:10.812,1535.122,SEND,5,1,
23:51:10.816,1539.43,ACK_ALINDI,5,1,
23:51:10.816,1539.43,SEND,6,1,
23:51:10.816,1539.43,ACK_ALINDI,6,1,
23:51:10.816,1539.43,SEND,7,1,
23:51:12.316,3039.571,TIMEOUT,7,1,
23:51:12.316,3039.571,RETRANSMIT,7,2,
23:51:12.316,3039.571,ACK_ALINDI,7,2,
23:51:12.316,3039.571,SEND,8,1,
23:51:12.319,3042.211,ACK_ALINDI,8,1,
23:51:12.319,3042.211,SEND,9,1,
23:51:12.321,3044.24,ACK_ALINDI,9,1,
23:51:12.321,3044.24,SEND,10,1,
23:51:12.321,3044.24,ACK_ALINDI,10,1,
23:51:12.321,3044.24,SEND,11,1,
23:51:12.323,3046.261,ACK_ALINDI,11,1,
23:51:12.323,3046.261,SEND,12,1,
23:51:13.831,4553.865,TIMEOUT,12,1,
23:51:13.831,4553.865,RETRANSMIT,12,2,
23:51:15.331,6054.054,TIMEOUT,12,2,
23:51:15.331,6054.054,RETRANSMIT,12,3,
23:51:15.331,6054.054,ACK_ALINDI,12,3,
23:51:15.331,6054.054,SEND,13,1,
23:51:15.333,6056.556,ACK_ALINDI,13,1,
23:51:15.333,6056.556,SEND,14,1,
23:51:15.333,6056.556,ACK_ALINDI,14,1,
23:51:15.333,6056.556,SEND,15,1,
23:51:15.337,6059.976,ACK_ALINDI,15,1,
23:51:15.337,6059.976,SEND,16,1,
23:51:16.843,7566.337,TIMEOUT,16,1,
23:51:16.844,7567.085,RETRANSMIT,16,2,
23:51:16.844,7567.085,ACK_ALINDI,16,2,
23:51:16.844,7567.085,SEND,17,1,
23:51:16.846,7568.851,ACK_ALINDI,17,1,
23:51:16.846,7568.851,SEND,18,1,
23:51:16.846,7568.851,ACK_ALINDI,18,1,
23:51:16.846,7568.851,SEND,19,1,
23:51:16.846,7568.851,ACK_ALINDI,19,1,
23:51:16.849,7571.979,SEND,20,1,
23:51:16.849,7571.979,ACK_ALINDI,20,1,
23:51:16.849,7571.979,SEND,21,1,
23:51:16.858,7581.247,ACK_ALINDI,21,1,
23:51:16.858,7581.247,SEND,22,1,
23:51:16.858,7581.247,ACK_ALINDI,22,1,
23:51:16.860,7583.27,SEND,23,1,
23:51:18.381,9104.58,TIMEOUT,23,1,
23:51:18.382,9105.162,RETRANSMIT,23,2,
23:51:18.382,9105.162,ACK_ALINDI,23,2,
23:51:18.382,9105.162,SEND,24,1,
23:51:18.384,9106.945,ACK_ALINDI,24,1,
23:51:18.384,9106.945,SEND,25,1,
23:51:18.386,9108.709,ACK_ALINDI,25,1,
23:51:18.386,9108.709,SEND,26,1,
23:51:18.387,9109.731,ACK_ALINDI,26,1,
23:51:18.387,9109.731,SEND,27,1,
23:51:18.387,9109.731,ACK_ALINDI,27,1,
23:51:18.387,9109.731,SEND,28,1,
23:51:19.901,10624.271,TIMEOUT,28,1,
23:51:19.901,10624.271,RETRANSMIT,28,2,
23:51:19.904,10626.8,ACK_ALINDI,28,2,
23:51:19.904,10626.8,SEND,29,1,
23:51:19.905,10627.875,ACK_ALINDI,29,1,
23:51:19.905,10627.875,SEND,30,1,
23:51:19.905,10627.875,ACK_ALINDI,30,1,
23:51:19.906,10629.641,SEND,31,1,
23:51:19.906,10629.641,ACK_ALINDI,31,1,
23:51:19.906,10629.641,SEND,32,1,
23:51:19.916,10639.145,ACK_ALINDI,32,1,
23:51:19.918,10640.92,SEND,33,1,
23:51:19.931,10653.946,ACK_ALINDI,33,1,
23:51:19.931,10654.48,SEND,34,1,
23:51:19.932,10655.281,ACK_ALINDI,34,1,
23:51:19.932,10655.281,SEND,35,1,
23:51:19.933,10656.281,ACK_ALINDI,35,1,
23:51:19.933,10656.281,SEND,36,1,
23:51:19.933,10656.281,ACK_ALINDI,36,1,
23:51:19.933,10656.281,SEND,37,1,
23:51:19.940,10662.932,ACK_ALINDI,37,1,
23:51:19.940,10663.29,SEND,38,1,
23:51:21.451,12174.413,TIMEOUT,38,1,
23:51:21.453,12176.438,RETRANSMIT,38,2,
23:51:21.453,12176.438,ACK_ALINDI,38,2,
23:51:21.453,12176.438,SEND,39,1,
23:51:22.961,13683.921,TIMEOUT,39,1,
23:51:22.961,13684.54,RETRANSMIT,39,2,
23:51:22.961,13684.54,ACK_ALINDI,39,2,
23:51:22.961,13684.54,SEND,40,1,
23:51:22.963,13686.306,ACK_ALINDI,40,1,
23:51:22.963,13686.306,SEND,41,1,
23:51:22.963,13686.306,ACK_ALINDI,41,1,
23:51:22.963,13686.306,SEND,42,1,
23:51:22.963,13686.306,ACK_ALINDI,42,1,
23:51:22.963,13686.306,SEND,43,1,
23:51:22.963,13686.306,ACK_ALINDI,43,1,
23:51:22.963,13686.306,SEND,44,1,
23:51:22.963,13686.306,ACK_ALINDI,44,1,
23:51:22.963,13686.306,SEND,45,1,
23:51:22.983,13706.412,ACK_ALINDI,45,1,
23:51:22.983,13706.412,SEND,46,1,
23:51:22.984,13707.424,ACK_ALINDI,46,1,
23:51:22.984,13707.424,SEND,47,1,
23:51:22.988,13711.644,ACK_ALINDI,47,1,
23:51:22.988,13711.644,SEND,48,1,
23:51:22.990,13713.205,ACK_ALINDI,48,1,
23:51:22.992,13714.77,SEND,49,1,
23:51:24.497,15220.23,TIMEOUT,49,1,
23:51:24.497,15220.23,RETRANSMIT,49,2,
23:51:24.497,15220.23,ACK_ALINDI,49,2,
23:51:24.497,15220.23,SEND,50,1,
23:51:24.499,15222.656,ACK_ALINDI,50,1,
23:51:24.499,15222.656,SEND,51,1,
23:51:24.499,15222.656,ACK_ALINDI,51,1,
23:51:24.499,15222.656,SEND,52,1,
23:51:24.499,15222.656,ACK_ALINDI,52,1,
23:51:24.499,15222.656,SEND,53,1,
23:51:24.515,15238.614,ACK_ALINDI,53,1,
23:51:24.517,15240.22,SEND,54,1,
23:51:26.020,16743.148,TIMEOUT,54,1,
