zaman_damgasi,gecen_sure_ms,olay,seq_no,deneme,aciklama
23:48:44.604,6413.623,ACK_ALINDI,99,0,
23:48:44.608,6416.936,ACK_ALINDI,100,0,
23:48:44.609,6418.58,ACK_ALINDI,101,0,
23:48:44.612,6421.311,ACK_ALINDI,102,0,
23:48:44.614,6422.81,ACK_ALINDI,103,0,
23:48:44.614,6423.65,ACK_ALINDI,104,0,
23:48:44.616,6424.854,ACK_ALINDI,105,0,
23:48:44.616,6424.854,ACK_ALINDI,106,0,
23:48:44.617,6425.837,ACK_ALINDI,107,0,
23:48:44.617,6426.502,ACK_ALINDI,108,0,
23:48:44.618,6427.285,ACK_ALINDI,109,0,
23:48:44.619,6428.252,ACK_ALINDI,110,0,
23:48:44.620,6428.926,ACK_ALINDI,111,0,
23:48:44.620,6429.487,ACK_ALINDI,112,0,
23:48:44.620,6429.487,ACK_ALINDI,113,0,
23:48:44.620,6429.487,ACK_ALINDI,114,0,
23:48:44.620,6429.487,ACK_ALINDI,115,0,
23:48:44.628,6437.243,ACK_ALINDI,116,0,
23:48:44.629,6438.402,ACK_ALINDI,117,0,
23:48:44.630,6439.486,ACK_ALINDI,118,0,
23:48:44.631,6440.487,ACK_ALINDI,119,0,
23:48:44.633,6441.859,ACK_ALINDI,120,0,
23:48:44.633,6442.183,ACK_ALINDI,121,0,
23:48:44.635,6443.981,ACK_ALINDI,122,0,
23:48:44.636,6445.07,ACK_ALINDI,123,0,
23:48:44.637,6446.087,ACK_ALINDI,124,0,
23:48:44.637,6446.626,ACK_ALINDI,125,0,
23:48:44.641,6450.47,ACK_ALINDI,126,0,
23:48:44.642,6451.364,ACK_ALINDI,127,0,
23:48:45.652,7461.497,ACK_ALINDI,128,0,
23:48:45.652,7461.497,ACK_ALINDI,129,0,
23:48:45.656,7465.552,ACK_ALINDI,130,0,
23:48:45.656,7465.552,ACK_ALINDI,131,0,
23:48:45.660,7468.833,ACK_ALINDI,132,0,
23:48:45.681,7490.328,ACK_ALINDI,133,0,
23:48:45.683,7492.345,ACK_ALINDI,134,0,
23:48:45.685,7494.362,ACK_ALINDI,135,0,
23:48:45.685,7494.362,ACK_ALINDI,136,0,
23:48:45.688,7497.131,ACK_ALINDI,137,0,
23:48:45.694,7503.14,ACK_ALINDI,138,0,
23:48:45.698,7506.814,ACK_ALINDI,139,0,
23:48:45.699,7507.758,ACK_ALINDI,140,0,
23:48:45.699,7508.495,ACK_ALINDI,141,0,
23:48:45.701,7509.977,ACK_ALINDI,142,0,
23:48:45.701,7510.692,ACK_ALINDI,143,0,
23:48:46.717,8526.114,ACK_ALINDI,144,0,
23:48:46.717,8526.114,ACK_ALINDI,145,0,
23:48:46.717,8526.114,ACK_ALINDI,146,0,
23:48:46.717,8526.114,ACK_ALINDI,147,0,
23:48:46.721,8529.856,ACK_ALINDI,148,0,
23:48:46.736,8545.059,ACK_ALINDI,149,0,
23:48:46.736,8545.059,ACK_ALINDI,150,0,
23:48:46.750,8559.035,ACK_ALINDI,151,0,
23:48:46.751,8560.558,ACK_ALINDI,152,0,
23:48:46.751,8560.558,ACK_ALINDI,153,0,
23:48:46.751,8560.558,ACK_ALINDI,154,0,
23:48:46.751,8560.558,ACK_ALINDI,155,0,
23:48:46.751,8560.558,ACK_ALINDI,156,0,
23:48:46.754,8563.336,ACK_ALINDI,157,0,
23:48:46.760,8569.29,ACK_ALINDI,158,0,
23:48:46.762,8570.85,ACK_ALINDI,159,0,
23:48:46.763,8572.094,ACK_ALINDI,160,0,
23:48:46.764,8572.759,ACK_ALINDI,161,0,
23:48:46.764,8573.273,ACK_ALINDI,162,0,
23:48:46.764,8573.273,ACK_ALINDI,163,0,
23:48:46.766,8574.821,ACK_ALINDI,164,0,
23:48:46.767,8575.763,ACK_ALINDI,165,0,
23:48:47.769,9578.696,ACK_ALINDI,166,0,
23:48:47.769,9578.696,ACK_ALINDI,167,0,
23:48:48.781,10590.693,ACK_ALINDI,168,0,
23:48:48.781,10590.693,ACK_ALINDI,169,0,
23:48:48.781,10590.693,ACK_ALINDI,170,0,
23:48:48.784,10593.351,ACK_ALINDI,171,0,
23:48:48.784,10593.351,ACK_ALINDI,172,0,
23:48:48.801,10610.636,ACK_ALINDI,173,0,
