zaman_damgasi,gecen_sure_ms,olay,seq_no,deneme,aciklama
12:04:23.453,4.107,ACK_ALINDI,0,0,
12:04:23.454,4.665,ACK_ALINDI,1,0,
12:04:23.455,5.959,ACK_ALINDI,2,0,
12:04:23.456,7.171,ACK_ALINDI,3,0,
12:04:23.463,14.176,ACK_ALINDI,4,0,
12:04:23.470,21.199,ACK_ALINDI,5,0,
12:04:23.472,23.411,ACK_ALINDI,6,0,
12:04:23.474,24.832,ACK_ALINDI,7,0,
12:04:23.474,25.348,ACK_ALINDI,8,0,
12:04:23.476,26.861,ACK_ALINDI,9,0,
12:04:23.476,27.372,ACK_ALINDI,10,0,
12:04:23.478,29.127,ACK_ALINDI,11,0,
12:04:23.486,36.829,ACK_ALINDI,12,0,
12:04:23.486,37.34,ACK_ALINDI,13,0,
12:04:23.486,37.34,ACK_ALINDI,14,0,
12:04:23.486,37.34,ACK_ALINDI,15,0,
12:04:23.486,37.34,ACK_ALINDI,16,0,
12:04:23.486,37.34,ACK_ALINDI,17,0,
12:04:23.486,37.34,ACK_ALINDI,18,0,
12:04:23.486,37.34,ACK_ALINDI,19,0,
12:04:23.486,37.34,ACK_ALINDI,20,0,
12:04:23.493,43.996,ACK_ALINDI,21,0,
12:04:23.503,53.768,ACK_ALINDI,22,0,
12:04:23.503,54.139,ACK_ALINDI,23,0,
12:04:23.504,55.198,ACK_ALINDI,24,0,
12:04:23.504,55.198,ACK_ALINDI,25,0,
12:04:23.504,55.198,ACK_ALINDI,26,0,
12:04:23.504,55.198,ACK_ALINDI,27,0,
12:04:23.504,55.198,ACK_ALINDI,28,0,
12:04:23.504,55.198,ACK_ALINDI,29,0,
12:04:23.504,55.198,ACK_ALINDI,30,0,
12:04:23.504,55.198,ACK_ALINDI,31,0,
12:04:23.509,60.152,ACK_ALINDI,32,0,
12:04:23.511,61.665,ACK_ALINDI,33,0,
12:04:23.514,64.594,ACK_ALINDI,34,0,
12:04:24.526,1076.946,ACK_ALINDI,35,0,
12:04:24.526,1076.946,ACK_ALINDI,36,0,
12:04:24.526,1076.946,ACK_ALINDI,37,0,
12:04:24.526,1076.946,ACK_ALINDI,38,0,
12:04:24.543,1093.541,ACK_ALINDI,39,0,
12:04:24.553,1103.635,ACK_ALINDI,40,0,
12:04:24.556,1107.166,ACK_ALINDI,41,0,
12:04:24.557,1108.305,ACK_ALINDI,42,0,
12:04:25.561,2112.288,ACK_ALINDI,43,0,
12:04:25.561,2112.288,ACK_ALINDI,44,0,
12:04:25.565,2115.79,ACK_ALINDI,45,0,
12:04:25.565,2115.79,ACK_ALINDI,46,0,
12:04:25.585,2135.726,ACK_ALINDI,47,0,
12:04:25.591,2142.182,ACK_ALINDI,48,0,
12:04:25.593,2143.689,ACK_ALINDI,49,0,
12:04:25.607,2158.141,ACK_ALINDI,50,0,
12:04:25.607,2158.141,ACK_ALINDI,51,0,
12:04:25.608,2159.134,ACK_ALINDI,52,0,
12:04:25.609,2160.284,ACK_ALINDI,53,0,
12:04:25.609,2160.284,ACK_ALINDI,54,0,
12:04:25.611,2162.042,ACK_ALINDI,55,0,
12:04:25.613,2164.073,ACK_ALINDI,56,0,
12:04:25.619,2169.666,ACK_ALINDI,57,0,
12:04:25.619,2170.347,ACK_ALINDI,58,0,
12:04:25.620,2170.885,ACK_ALINDI,59,0,
12:04:25.620,2170.885,ACK_ALINDI,60,0,
12:04:25.620,2170.885,ACK_ALINDI,61,0,
12:04:25.620,2170.885,ACK_ALINDI,62,0,
12:04:25.620,2170.885,ACK_ALINDI,63,0,
12:04:25.620,2170.885,ACK_ALINDI,64,0,
12:04:25.620,2170.885,ACK_ALINDI,65,0,
12:04:25.624,2174.992,ACK_ALINDI,66,0,
12:04:25.626,2176.708,ACK_ALINDI,67,0,
12:04:25.626,2176.708,ACK_ALINDI,68,0,
12:04:25.628,2178.581,ACK_ALINDI,69,0,
12:04:25.629,2180.099,ACK_ALINDI,70,0,
12:04:25.636,2186.778,ACK_ALINDI,71,0,
12:04:26.651,3202.306,ACK_ALINDI,72,0,
12:04:26.653,3203.451,ACK_ALINDI,73,0,
12:04:26.653,3203.451,ACK_ALINDI,74,0,
12:04:26.653,3203.451,ACK_ALINDI,75,0,
12:04:26.653,3203.451,ACK_ALINDI,76,0,
12:04:26.675,3225.696,ACK_ALINDI,77,0,
12:04:26.675,3225.696,ACK_ALINDI,78,0,
12:04:26.677,3227.761,ACK_ALINDI,79,0,
12:04:26.687,3237.626,ACK_ALINDI,80,0,
12:04:26.687,3238.361,ACK_ALINDI,81,0,
12:04:26.687,3238.361,ACK_ALINDI,82,0,
12:04:26.687,3238.361,ACK_ALINDI,83,0,
12:04:26.687,3238.361,ACK_ALINDI,84,0,
12:04:26.687,3238.361,ACK_ALINDI,85,0,
12:04:26.692,3242.85,ACK_ALINDI,86,0,
12:04:26.696,3246.597,ACK_ALINDI,87,0,
12:04:26.701,3252.396,ACK_ALINDI,88,0,
12:04:26.703,3254.093,ACK_ALINDI,89,0,
12:04:26.704,3254.658,ACK_ALINDI,90,0,
12:04:26.704,3255.297,ACK_ALINDI,91,0,
12:04:26.704,3255.297,ACK_ALINDI,92,0,
12:04:27.709,4259.814,ACK_ALINDI,93,0,
12:04:27.712,4259.814,ACK_ALINDI,94,0,
12:04:28.714,5264.887,ACK_ALINDI,95,0,
12:04:28.714,5264.887,ACK_ALINDI,96,0,
12:04:28.714,5264.887,ACK_ALINDI,97,0,
12:04:28.714,5264.887,ACK_ALINDI,98,0,
12:04:28.738,5288.857,ACK_ALINDI,99,0,
12:04:28.741,5291.997,ACK_ALINDI,100,0,
12:04:28.741,5291.997,ACK_ALINDI,101,0,
12:04:28.756,5307.252,ACK_ALINDI,102,0,
12:04:28.757,5307.763,ACK_ALINDI,103,0,
12:04:28.757,5307.763,ACK_ALINDI,104,0,
12:04:28.758,5309.019,ACK_ALINDI,105,0,
12:04:28.758,5309.019,ACK_ALINDI,106,0,
12:04:28.758,5309.019,ACK_ALINDI,107,0,
12:04:28.758,5309.019,ACK_ALINDI,108,0,
12:04:28.767,5317.524,ACK_ALINDI,109,0,
12:04:28.768,5319.15,ACK_ALINDI,110,0,
12:04:28.769,5319.763,ACK_ALINDI,111,0,
12:04:28.769,5319.763,ACK_ALINDI,112,0,
12:04:28.769,5319.763,ACK_ALINDI,113,0,
12:04:28.769,5319.763,ACK_ALINDI,114,0,
12:04:28.769,5319.763,ACK_ALINDI,115,0,
12:04:28.772,5322.883,ACK_ALINDI,116,0,
12:04:28.772,5322.883,ACK_ALINDI,117,0,
12:04:28.775,5325.365,ACK_ALINDI,118,0,
12:04:28.775,5326.004,ACK_ALINDI,119,0,
12:04:28.775,5326.004,ACK_ALINDI,120,0,
12:04:28.775,5326.004,ACK_ALINDI,121,0,
12:04:28.775,5326.004,ACK_ALINDI,122,0,
12:04:28.778,5329.336,ACK_ALINDI,123,0,
12:04:28.786,5336.671,ACK_ALINDI,124,0,
12:04:28.787,5337.682,ACK_ALINDI,125,0,
12:04:28.787,5337.682,ACK_ALINDI,126,0,
12:04:28.787,5337.682,ACK_ALINDI,127,0,
12:04:28.789,5339.714,ACK_ALINDI,128,0,
12:04:28.789,5340.124,ACK_ALINDI,129,0,
12:04:28.789,5340.124,ACK_ALINDI,130,0,
12:04:28.791,5341.872,ACK_ALINDI,131,0,
12:04:28.793,5343.465,ACK_ALINDI,132,0,
12:04:28.793,5344.343,ACK_ALINDI,133,0,
12:04:28.796,5346.678,ACK_ALINDI,134,0,
12:04:28.800,5351.313,ACK_ALINDI,135,0,
12:04:28.802,5352.493,ACK_ALINDI,136,0,
12:04:28.802,5352.493,ACK_ALINDI,137,0,
12:04:28.803,5354.094,ACK_ALINDI,138,0,
12:04:28.804,5354.673,ACK_ALINDI,139,0,
12:04:28.804,5354.673,ACK_ALINDI,140,0,
12:04:28.806,5356.444,ACK_ALINDI,141,0,
12:04:28.806,5356.444,ACK_ALINDI,142,0,
12:04:30.815,7365.875,ACK_ALINDI,143,0,
12:04:30.815,7365.875,ACK_ALINDI,144,0,
12:04:30.815,7365.875,ACK_ALINDI,145,0,
12:04:30.815,7365.875,ACK_ALINDI,146,0,
12:04:30.825,7375.487,ACK_ALINDI,147,0,
12:04:30.841,7392.041,ACK_ALINDI,148,0,
12:04:30.841,7392.041,ACK_ALINDI,149,0,
12:04:30.843,7394.068,ACK_ALINDI,150,0,
12:04:30.857,7408.051,ACK_ALINDI,151,0,
12:04:30.859,7410.255,ACK_ALINDI,152,0,
12:04:31.872,8422.566,ACK_ALINDI,153,0,
12:04:31.875,8425.983,ACK_ALINDI,154,0,
12:04:31.876,8427.002,ACK_ALINDI,155,0,
12:04:31.882,8433.137,ACK_ALINDI,156,0,
12:04:31.891,8442.073,ACK_ALINDI,157,0,
12:04:32.899,9449.582,ACK_ALINDI,158,0,
12:04:32.899,9449.582,ACK_ALINDI,159,0,
12:04:32.901,9451.804,ACK_ALINDI,160,0,
12:04:32.901,9451.804,ACK_ALINDI,161,0,
12:04:32.901,9451.804,ACK_ALINDI,162,0,
12:04:33.908,10459.15,ACK_ALINDI,163,0,
12:04:33.911,10461.55,ACK_ALINDI,164,0,
12:04:33.911,10461.55,ACK_ALINDI,165,0,
12:04:33.911,10461.55,ACK_ALINDI,166,0,
12:04:33.930,10481.352,ACK_ALINDI,167,0,
12:04:34.954,11505.266,ACK_ALINDI,168,0,
12:04:34.956,11506.512,ACK_ALINDI,169,0,
12:04:34.957,11507.566,ACK_ALINDI,170,0,
12:04:35.056,11606.953,ACK_ALINDI,171,0,
12:04:35.058,11608.45,ACK_ALINDI,172,0,
12:04:35.060,11610.488,ACK_ALINDI,173,0,
12:04:35.061,11612.255,ACK_ALINDI,174,0,
12:04:35.061,11612.255,ACK_ALINDI,175,0,
12:04:35.063,11613.505,ACK_ALINDI,176,0,
12:04:35.064,11614.839,ACK_ALINDI,177,0,
12:04:35.065,11615.586,ACK_ALINDI,178,0,
12:04:35.065,11616.104,ACK_ALINDI,179,0,
12:04:35.065,11616.104,ACK_ALINDI,180,0,
12:04:35.065,11616.104,ACK_ALINDI,181,0,
12:04:35.065,11616.104,ACK_ALINDI,182,0,
12:04:35.069,11620.002,ACK_ALINDI,183,0,
12:04:35.070,11621.069,ACK_ALINDI,184,0,
12:04:35.084,11634.589,ACK_ALINDI,185,0,
12:04:36.099,12649.909,ACK_ALINDI,186,0,
12:04:36.101,12651.957,ACK_ALINDI,187,0,
12:04:36.101,12651.957,ACK_ALINDI,188,0,
12:04:36.103,12653.976,ACK_ALINDI,189,0,
12:04:36.103,12653.976,ACK_ALINDI,190,0,
12:04:36.121,12672.286,ACK_ALINDI,191,0,
12:04:36.121,12672.286,ACK_ALINDI,192,0,
12:04:36.123,12674.048,ACK_ALINDI,193,0,
12:04:36.123,12674.048,ACK_ALINDI,194,0,
12:04:36.137,12687.898,ACK_ALINDI,195,0,
12:04:37.187,13737.521,FIN_ALINDI,-1,0,butunluk=True
