zaman_damgasi,gecen_sure_ms,olay,seq_no,deneme,aciklama
23:48:24.003,0.0,SEND,0,1,
23:48:24.010,7.846,ACK_ALINDI,0,1,
23:48:24.010,7.846,SEND,1,1,
23:48:24.018,15.272,ACK_ALINDI,1,1,
23:48:24.018,15.272,SEND,2,1,
23:48:24.020,17.543,ACK_ALINDI,2,1,
23:48:24.020,17.543,SEND,3,1,
23:48:24.030,27.523,ACK_ALINDI,3,1,
23:48:24.030,27.523,SEND,4,1,
23:48:24.030,27.523,ACK_ALINDI,4,1,
23:48:24.030,27.523,SEND,5,1,
23:48:24.030,27.523,ACK_ALINDI,5,1,
23:48:24.030,27.523,SEND,6,1,
23:48:24.033,30.331,ACK_ALINDI,6,1,
23:48:24.033,30.331,SEND,7,1,
23:48:24.033,30.331,ACK_ALINDI,7,1,
23:48:24.033,30.331,SEND,8,1,
23:48:24.033,30.331,ACK_ALINDI,8,1,
23:48:24.033,30.331,SEND,9,1,
23:48:24.035,32.345,ACK_ALINDI,9,1,
23:48:24.035,32.345,SEND,10,1,
23:48:24.037,34.4,ACK_ALINDI,10,1,
23:48:24.037,34.4,SEND,11,1,
23:48:24.037,34.4,ACK_ALINDI,11,1,
23:48:24.037,34.4,SEND,12,1,
23:48:24.037,34.4,ACK_ALINDI,12,1,
23:48:24.037,34.4,SEND,13,1,
23:48:24.039,36.412,ACK_ALINDI,13,1,
23:48:24.041,36.412,SEND,14,1,
23:48:24.044,41.283,ACK_ALINDI,14,1,
23:48:24.046,43.523,SEND,15,1,
23:48:24.048,45.24,ACK_ALINDI,15,1,
23:48:24.048,45.24,SEND,16,1,
23:48:24.048,45.24,ACK_ALINDI,16,1,
23:48:24.048,45.24,SEND,17,1,
23:48:24.048,45.24,ACK_ALINDI,17,1,
23:48:24.048,45.24,SEND,18,1,
23:48:24.050,47.256,ACK_ALINDI,18,1,
23:48:24.050,47.256,SEND,19,1,
23:48:24.050,47.256,ACK_ALINDI,19,1,
23:48:24.050,47.256,SEND,20,1,
23:48:24.051,48.036,ACK_ALINDI,20,1,
23:48:24.051,48.036,SEND,21,1,
23:48:24.052,48.962,ACK_ALINDI,21,1,
23:48:24.052,48.962,SEND,22,1,
23:48:24.052,48.962,ACK_ALINDI,22,1,
23:48:24.052,48.962,SEND,23,1,
23:48:24.054,51.514,ACK_ALINDI,23,1,
23:48:24.054,51.514,SEND,24,1,
23:48:24.054,51.514,ACK_ALINDI,24,1,
23:48:24.054,51.514,SEND,25,1,
23:48:24.055,52.829,ACK_ALINDI,25,1,
23:48:24.055,52.829,SEND,26,1,
23:48:24.057,54.848,ACK_ALINDI,26,1,
23:48:24.057,54.848,SEND,27,1,
23:48:24.057,54.848,ACK_ALINDI,27,1,
23:48:24.057,54.848,SEND,28,1,
23:48:24.064,61.074,ACK_ALINDI,28,1,
23:48:24.064,61.074,SEND,29,1,
23:48:24.064,61.074,ACK_ALINDI,29,1,
23:48:24.064,61.074,SEND,30,1,
23:48:24.065,62.301,ACK_ALINDI,30,1,
23:48:24.065,62.301,SEND,31,1,
23:48:24.065,62.834,ACK_ALINDI,31,1,
23:48:24.065,62.834,SEND,32,1,
23:48:24.067,64.234,ACK_ALINDI,32,1,
23:48:24.067,64.234,SEND,33,1,
23:48:24.067,64.925,ACK_ALINDI,33,1,
23:48:24.067,64.925,SEND,34,1,
23:48:24.067,64.925,ACK_ALINDI,34,1,
23:48:24.067,64.925,SEND,35,1,
23:48:24.069,66.195,ACK_ALINDI,35,1,
23:48:24.069,66.195,SEND,36,1,
23:48:24.070,67.022,ACK_ALINDI,36,1,
23:48:24.070,67.022,SEND,37,1,
23:48:24.070,67.539,ACK_ALINDI,37,1,
23:48:24.070,67.539,SEND,38,1,
23:48:24.070,67.539,ACK_ALINDI,38,1,
23:48:24.070,67.539,SEND,39,1,
23:48:24.071,68.831,ACK_ALINDI,39,1,
23:48:24.071,68.831,SEND,40,1,
23:48:24.071,68.831,ACK_ALINDI,40,1,
23:48:24.071,68.831,SEND,41,1,
23:48:24.072,69.627,ACK_ALINDI,41,1,
23:48:24.072,69.627,SEND,42,1,
23:48:24.074,71.643,ACK_ALINDI,42,1,
23:48:24.074,71.643,SEND,43,1,
23:48:24.076,73.836,ACK_ALINDI,43,1,
23:48:24.078,75.808,SEND,44,1,
23:48:24.080,76.946,ACK_ALINDI,44,1,
23:48:24.080,76.946,SEND,45,1,
23:48:24.080,77.698,ACK_ALINDI,45,1,
23:48:24.080,77.698,SEND,46,1,
23:48:24.080,77.698,ACK_ALINDI,46,1,
23:48:24.080,77.698,SEND,47,1,
23:48:24.080,77.698,ACK_ALINDI,47,1,
23:48:24.080,77.698,SEND,48,1,
23:48:24.080,77.698,ACK_ALINDI,48,1,
23:48:24.080,77.698,SEND,49,1,
23:48:24.080,77.698,ACK_ALINDI,49,1,
23:48:24.080,77.698,SEND,50,1,
23:48:24.080,77.698,ACK_ALINDI,50,1,
23:48:24.080,77.698,SEND,51,1,
23:48:24.084,81.751,ACK_ALINDI,51,1,
23:48:24.084,81.751,SEND,52,1,
23:48:24.084,81.751,ACK_ALINDI,52,1,
23:48:24.084,81.751,SEND,53,1,
23:48:24.086,83.766,ACK_ALINDI,53,1,
23:48:24.086,83.766,SEND,54,1,
23:48:24.088,85.182,ACK_ALINDI,54,1,
23:48:24.088,85.182,SEND,55,1,
23:48:24.088,85.182,ACK_ALINDI,55,1,
23:48:24.088,85.182,SEND,56,1,
23:48:24.089,86.196,ACK_ALINDI,56,1,
23:48:24.089,86.196,SEND,57,1,
23:48:24.091,88.213,ACK_ALINDI,57,1,
23:48:24.091,88.213,SEND,58,1,
23:48:24.095,92.484,ACK_ALINDI,58,1,
23:48:24.096,93.243,SEND,59,1,
23:48:24.096,93.851,ACK_ALINDI,59,1,
